STN   ,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,   SLP,  ,   STP,  ,   VISIB,  ,   WDSP,  ,  MXSPD,   GUST,     MAX,     MIN,  PRCP, SNDP,FRSHTT,
723150,03812, 20000101,   44.7,24,   40.3,24,1022.0,21,9999.9, 0,     6.0,24,    3.2,24,   15.0,   20.0,   64.0 ,   30.9 , 0.00D,999.9,100000,
723150,03812, 20000102,   55.5,24,   50.0,24,1022.1,19,9999.9, 0,     7.2,24,    6.6,24,   15.9,   21.0,   66.0*,   48.2*, 0.00D,999.9,110000,
723150,03812, 20000103,   58.1,24,   53.6,24,1019.7,23,9999.9, 0,     9.5,24,    7.2,24,   15.0,   20.0,   66.9 ,   48.0 , 0.00D,999.9,010000,
723150,03812, 20000104,   57.7,24,   50.8,24,1012.3,21,9999.9, 0,     8.2,24,   10.4,24,   18.1,   23.9,   62.1*,   46.4*, 0.06G,999.9,110000,
723150,03812, 20000105,   34.9,24,   23.8,24,1021.6,21,9999.9, 0,    10.0,24,   10.2,24,   17.1,   27.0,   46.0*,   28.0*, 0.14G,999.9,001000,
723150,03812, 20000106,   31.6,24,   22.1,24,1030.6,24,9999.9, 0,     9.6,24,    2.9,24,    8.9,  999.9,   48.0 ,   19.0 , 0.00G,999.9,100000,
723150,03812, 20000107,   36.6,24,   24.7,24,1028.5,24,9999.9, 0,     9.9,24,    8.2,24,   17.1,   23.9,   50.0*,   27.0*, 0.00D,999.9,000000,
723150,03812, 20000108,   35.7,24,   23.5,24,1027.5,24,9999.9, 0,     9.9,24,    3.4,24,    8.9,  999.9,   50.0 ,   24.1 , 0.00C,999.9,000000,
723150,03812, 20000109,   42.5,24,   30.9,24,1018.9,21,9999.9, 0,     6.6,24,    4.2,24,    8.9,  999.9,   50.0 ,   24.1 , 0.44D,999.9,110000,
723150,03812, 20000110,   52.8,24,   34.1,24,1008.5,21,9999.9, 0,     5.7,24,    6.5,24,   17.1,   27.0,   60.8*,   46.4*, 1.42G,999.9,110010,
723150,03812, 20000111,   46.5,24,   24.1,24,1013.2,23,9999.9, 0,    10.0,24,    6.5,24,   25.1,   33.0,   64.9 ,   28.9 , 0.03G,999.9,000000,
723150,03812, 20000112,   44.7,24,   24.9,24,1021.3,24,9999.9, 0,     9.9,24,    4.4,24,   11.1,  999.9,   66.0 ,   28.0 , 0.00G,999.9,000000,
723150,03812, 20000113,   53.7,24,   35.0,24,1017.6,24,9999.9, 0,     9.9,24,   10.6,24,   24.1,   34.0,   66.0 ,   28.0 , 0.08D,999.9,010000,
723150,03812, 20000114,   31.5,24,   12.7,24,1032.7,24,9999.9, 0,     9.9,24,   16.4,24,   28.9,   37.9,   41.0*,   24.1*, 0.00H,999.9,001000,
723150,03812, 20000115,   29.4,24,   13.3,24,1037.0,24,9999.9, 0,     9.9,24,    3.3,24,    8.0,  999.9,   50.0 ,   15.1 , 0.00I,999.9,000000,
723150,03812, 20000116,   38.6,24,   23.9,24,1028.7,24,9999.9, 0,     8.8,24,    5.2,24,   10.1,  999.9,   50.0 ,   15.1 , 0.00H,999.9,010000,
723150,03812, 20000117,   44.3,24,   24.9,24,1026.3,24,9999.9, 0,     9.6,24,    6.4,24,    8.9,   15.0,   52.0 ,   27.0 , 0.03A,999.9,000000,
723150,03812, 20000118,   35.0,24,   25.8,24,1018.8,22,9999.9, 0,     7.1,24,    8.6,24,   19.0,   23.9,   52.0 ,   30.0 , 0.21G,999.9,111000,
723150,03812, 20000119,   36.1,24,   25.9,24,1015.6,24,9999.9, 0,     9.9,24,   12.2,24,   20.0,   27.0,   45.0 ,   30.0 , 0.01G,999.9,000000,
723150,03812, 20000120,   35.4,24,   27.7,24,1005.6,17,9999.9, 0,     8.0,24,   17.7,24,   34.0,   42.9,   42.1*,   26.6*, 0.14G,999.9,111000,
723150,03812, 20000121,   21.8,24,    6.8,24,1016.3,24,9999.9, 0,     9.9,24,   16.2,24,   25.1,   32.1,   39.9 ,   14.0 , 0.01G,999.9,000000,
723150,03812, 20000122,   21.6,24,   11.5,24,1021.3,19,9999.9, 0,     7.4,24,    7.2,24,   14.0,  999.9,   28.9 ,   14.0 , 0.00G,999.9,101000,
723150,03812, 20000123,   29.6,24,   27.3,24,1016.3,18,9999.9, 0,     5.9,24,    4.3,24,    8.9,  999.9,   36.0 ,   18.0 , 0.03B,999.9,111000,
723150,03812, 20000124,   33.8,24,   30.5,24,1013.3,22,9999.9, 0,     7.9,24,   10.8,24,   22.0,   29.9,   36.0 ,   25.0 , 0.00I,999.9,100000,
723150,03812, 20000125,   25.1,24,   15.8,24,1007.4,22,9999.9, 0,     9.7,24,   18.4,24,   27.0,   30.9,   36.0 ,   18.0 , 0.00I,999.9,000000,
723150,03812, 20000126,   19.9,24,   10.2,24,1012.8,23,9999.9, 0,     9.5,24,   16.6,24,   22.9,   32.1,   30.0 ,   17.1 , 0.00H,999.9,001000,
723150,03812, 20000127,   19.5,24,    5.8,24,1024.8,23,9999.9, 0,    10.0,24,   14.6,24,   22.0,   27.0,   30.2*,   12.2*, 0.00A,999.9,000000,
723150,03812, 20000128,   23.6,24,    6.8,24,1032.1,24,9999.9, 0,     9.9,24,    4.7,24,   12.0,  999.9,   37.9 ,   12.0 , 0.00I,999.9,000000,
723150,03812, 20000129,   30.0,24,   16.7,24,1031.9,21,9999.9, 0,     8.8,24,    5.0,24,   10.1,  999.9,   37.9 ,   14.0 , 0.18C,999.9,011000,
723150,03812, 20000130,   28.9,24,   27.7,24,1023.7,18,9999.9, 0,     3.4,24,    5.9,24,    9.9,  999.9,   34.0 ,   26.1 , 0.09B,999.9,111000,
723150,03812, 20000131,   27.6,24,   21.5,24,1018.5,23,9999.9, 0,     9.5,24,   10.1,24,   15.0,   22.0,   33.1*,   21.2*, 0.00H,999.9,001000,
723150,03812, 20000201,   27.2,24,   19.5,24,1019.6,24,9999.9, 0,    10.0,24,   10.3,24,   17.1,   22.9,   39.0 ,   19.9 , 0.00I,999.9,000000,
723150,03812, 20000202,   29.7,24,   16.0,24,1025.0,22,9999.9, 0,    10.0,24,   12.0,24,   17.1,   22.9,   43.0 ,   19.9 , 0.00I,999.9,000000,
723150,03812, 20000203,   32.2,24,   15.9,24,1018.1,24,9999.9, 0,     9.9,24,    4.0,24,    9.9,  999.9,   55.9 ,   18.0 , 0.00I,999.9,000000,
723150,03812, 20000204,   35.6,24,   22.4,24,1012.1,24,9999.9, 0,     9.9,24,    7.2,24,   19.0,   22.0,   55.9 ,   18.0 , 0.00H,999.9,001000,
723150,03812, 20000205,   29.5,24,   20.2,24,1022.8,21,9999.9, 0,     8.9,24,   13.9,24,   26.0,   33.0,   35.1*,   26.6*, 0.06D,999.9,101000,
723150,03812, 20000206,   33.8,24,   16.8,24,1027.7,24,9999.9, 0,     9.9,24,    6.9,24,   12.0,  999.9,   48.9 ,   25.0 , 0.00I,999.9,000000,
723150,03812, 20000207,   39.7,24,   19.1,24,1024.2,24,9999.9, 0,     9.9,24,    4.9,24,    8.9,  999.9,   55.0 ,   25.0 , 0.00I,999.9,000000,
723150,03812, 20000208,   36.5,24,   27.4,24,1026.6,24,9999.9, 0,     9.2,24,    3.1,24,    8.0,  999.9,   55.0 ,   27.0 , 0.00I,999.9,000000,
723150,03812, 20000209,   36.4,24,   27.1,24,1025.3,23,9999.9, 0,     7.0,24,    1.8,24,    8.0,  999.9,   57.0*,   21.2*, 0.00I,999.9,100000,
723150,03812, 20000210,   41.8,24,   29.9,24,1017.4,24,9999.9, 0,     8.4,24,    3.7,24,    8.9,  999.9,   63.0 ,   21.9 , 0.00I,999.9,100000,
723150,03812, 20000211,   50.0,24,   37.9,24,1011.9,24,9999.9, 0,     9.6,24,    4.8,24,   13.0,   14.0,   66.9 ,   28.9 , 0.00I,999.9,100000,
723150,03812, 20000212,   45.4,24,   44.5,24,1015.7,17,9999.9, 0,     6.0,24,    4.4,24,   12.0,  999.9,   66.9 ,   36.0 , 0.23G,999.9,110010,
723150,03812, 20000213,   36.5,24,   36.0,24,1019.1,21,9999.9, 0,     1.1,24,    7.3,24,   10.1,  999.9,   48.0 ,   33.1 , 0.57G,999.9,110000,
723150,03812, 20000214,   46.0,24,   41.6,24,1009.0,19,9999.9, 0,     7.3,24,    6.2,24,   22.0,   32.1,   60.1 ,   33.1 , 0.92G,999.9,110010,
723150,03812, 20000215,   43.6,24,   29.0,24,1019.3,22,9999.9, 0,    10.0,24,   10.2,23,   18.1,   25.1,   60.1 ,   33.1 , 0.00G,999.9,000000,
723150,03812, 20000216,   52.0,24,   35.1,24,1020.3,24,9999.9, 0,    10.0,24,    6.3,24,   15.0,   21.0,   70.0 ,   33.1 , 0.00I,999.9,000000,
723150,03812, 20000217,   48.6,24,   33.4,24,1024.8,24,9999.9, 0,     9.9,24,    8.8,24,   14.0,   18.1,   70.0 ,   37.0 , 0.00I,999.9,000000,
723150,03812, 20000218,   43.6,24,   38.9,24,1024.2,22,9999.9, 0,     7.6,24,    8.8,24,   14.0,   20.0,   55.0*,   35.6*, 0.08G,999.9,110000,
723150,03812, 20000219,   52.2,24,   48.0,24,1015.6,20,9999.9, 0,     8.1,24,   12.4,24,   21.0,   28.9,   59.0*,   35.6*, 0.03G,999.9,110000,
723150,03812, 20000220,   36.3,24,   26.2,24,1025.5,24,9999.9, 0,    10.0,24,   14.6,24,   21.0,   28.0,   45.0*,   30.2*, 0.00G,999.9,000000,
723150,03812, 20000221,   37.8,24,   22.5,24,1029.8,24,9999.9, 0,     9.9,24,    9.6,24,   15.0,   20.0,   55.0 ,   28.9 , 0.00I,999.9,000000,
723150,03812, 20000222,   36.8,24,   26.3,24,1031.4,24,9999.9, 0,     9.4,24,    2.1,24,    8.0,  999.9,   55.0 ,   26.1 , 0.00H,999.9,010000,
723150,03812, 20000223,   46.2,24,   30.8,24,1030.9,24,9999.9, 0,     9.9,24,    4.7,24,   11.1,  999.9,   60.1 ,   26.1 , 0.00I,999.9,000000,
723150,03812, 20000224,   48.8,24,   39.3,24,1028.4,21,9999.9, 0,     9.8,24,    5.2,24,   14.0,   18.1,   64.9 ,   34.0 , 0.00I,999.9,000000,
723150,03812, 20000225,   53.7,24,   44.4,24,1025.5,21,9999.9, 0,     6.1,24,    3.7,23,    8.9,  999.9,   72.0 ,   37.0 , 0.00I,999.9,100000,
723150,03812, 20000226,   52.9,24,   43.7,24,1025.0,23,9999.9, 0,     9.3,24,    5.0,24,   15.9,   20.0,   66.9*,   37.4*, 0.00I,999.9,100000,
723150,03812, 20000227,   56.6,24,   50.4,24,1021.1,22,9999.9, 0,     8.3,24,    8.0,24,   14.0,   18.1,   68.0 ,   37.9 , 0.50C,999.9,110000,
723150,03812, 20000228,   47.5,24,   32.8,24,1022.8,24,9999.9, 0,     9.9,24,   10.8,24,   20.0,   22.9,   59.0 ,   39.9 ,99.99 ,999.9,010000,
723150,03812, 20000229,   44.6,24,   28.5,24,1025.0,24,9999.9, 0,     9.7,24,    4.0,24,   13.0,  999.9,   63.0 ,   28.0 , 0.00I,999.9,100000,
723150,03812, 20000301,   51.3,24,   35.0,24,1018.7,24,9999.9, 0,    10.0,24,    4.5,24,   14.0,   22.9,   71.1 ,   28.0 , 0.00I,999.9,000000,
723150,03812, 20000302,   51.0,24,   32.6,24,1014.8,24,9999.9, 0,     9.9,24,   12.5,24,   19.0,   25.1,   71.1 ,   33.1 , 0.00I,999.9,000000,
723150,03812, 20000303,   46.9,24,   26.6,24,1015.3,24,9999.9, 0,     9.9,24,    6.4,24,   11.1,  999.9,   63.0 ,   36.0 , 0.00A,999.9,000000,
723150,03812, 20000304,   47.7,24,   36.1,24,1009.3,22,9999.9, 0,     9.6,24,    4.4,24,   17.1,   20.0,   63.0 ,   36.0 , 0.01B,999.9,110000,
723150,03812, 20000305,   49.4,24,   29.3,24,1015.2,24,9999.9, 0,    10.0,24,    7.2,24,   15.0,   19.0,   66.0 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20000306,   50.3,24,   30.9,24,1020.7,24,9999.9, 0,     9.9,24,    1.5,24,    6.0,  999.9,   71.1 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20000307,   53.6,24,   33.8,24,1024.4,24,9999.9, 0,     9.9,24,    2.5,24,   12.0,  999.9,   75.9 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20000308,   57.7,24,   37.6,24,1020.9,24,9999.9, 0,     9.9,24,    4.3,24,   11.1,  999.9,   78.1 ,   33.1 , 0.00I,999.9,000000,
723150,03812, 20000309,   59.0,24,   44.5,24,1015.3,24,9999.9, 0,     9.7,24,    4.0,24,   11.1,   16.9,   78.1 ,   37.0 , 0.00A,999.9,000000,
723150,03812, 20000310,   57.6,24,   45.7,24,1016.2,24,9999.9, 0,     9.5,24,    2.4,24,   10.1,  999.9,   73.9 ,   39.9 , 0.03A,999.9,000000,
723150,03812, 20000311,   58.7,24,   53.3,24,1012.1,17,9999.9, 0,     8.1,24,    7.6,24,   15.9,   21.0,   72.0 ,   41.0 , 0.62G,999.9,110010,
723150,03812, 20000312,   39.3,24,   31.6,24,1013.7,22,9999.9, 0,     9.7,24,   15.1,24,   25.1,   35.0,   64.9 ,   32.0 , 0.38G,999.9,011000,
723150,03812, 20000313,   35.8,24,   21.4,24,1024.8,24,9999.9, 0,     9.9,24,    7.0,24,   15.9,   25.1,   51.1 ,   23.0 , 0.00G,999.9,000000,
723150,03812, 20000314,   40.8,24,   25.3,24,1025.7,24,9999.9, 0,     9.7,24,    2.3,24,    8.9,  999.9,   61.0 ,   23.0 , 0.00I,999.9,100000,
723150,03812, 20000315,   49.9,24,   33.6,24,1024.2,24,9999.9, 0,     9.9,24,    5.3,24,   12.0,   16.9,   66.0 ,   24.1 , 0.00I,999.9,000000,
723150,03812, 20000316,   51.5,24,   45.8,24,1019.1,20,9999.9, 0,     7.4,24,    3.8,24,    8.9,  999.9,   66.0 ,   39.0 , 0.65B,999.9,110000,
723150,03812, 20000317,   52.1,24,   46.4,24,1014.8,23,9999.9, 0,     9.0,24,   11.1,24,   18.1,   23.9,   57.9 ,   43.0 , 0.03A,999.9,110000,
723150,03812, 20000318,   37.9,24,   22.5,24,1027.7,24,9999.9, 0,    10.0,24,    7.1,24,   13.0,  999.9,   57.9 ,   28.0 , 0.00I,999.9,000000,
723150,03812, 20000319,   41.1,24,   30.5,24,1024.9,23,9999.9, 0,     9.8,24,    7.3,24,   11.1,   16.9,   48.0 ,   28.0 , 0.04A,999.9,110000,
723150,03812, 20000320,   47.1,24,   45.3,24,1014.5,19,9999.9, 0,     5.9,24,    7.5,24,   14.0,   25.1,   57.0 ,   37.9 , 1.99G,999.9,110000,
723150,03812, 20000321,   50.3,24,   44.1,24,1019.9,18,9999.9, 0,     8.7,24,    4.3,24,   13.0,   15.9,   61.0 ,   42.1 , 0.01G,999.9,100000,
723150,03812, 20000322,   51.4,24,   40.1,24,1024.0,24,9999.9, 0,     9.8,24,   10.6,24,   19.0,   23.9,   64.0 ,   39.9 , 0.00G,999.9,000000,
723150,03812, 20000323,   51.1,24,   42.3,24,1024.6,24,9999.9, 0,     9.3,24,    3.4,24,   11.1,  999.9,   66.0 ,   35.1 , 0.00I,999.9,100000,
723150,03812, 20000324,   53.1,24,   43.2,24,1022.3,24,9999.9, 0,     9.7,24,    2.7,24,   10.1,  999.9,   71.1 ,   35.1 , 0.00I,999.9,100000,
723150,03812, 20000325,   57.4,24,   46.7,24,1018.6,24,9999.9, 0,     9.8,24,    2.5,24,   11.1,  999.9,   72.0 ,   37.0 , 0.00H,999.9,010000,
723150,03812, 20000326,   58.7,24,   40.3,24,1013.6,24,9999.9, 0,    10.0,24,    8.7,24,   16.9,   25.1,   72.0 ,   41.0 , 0.03A,999.9,000000,
723150,03812, 20000327,   48.0,24,   41.1,24,1003.3,24,9999.9, 0,     9.7,24,    4.4,24,   15.0,   21.0,   69.1 ,   37.0 , 0.12B,999.9,010000,
723150,03812, 20000328,   48.4,24,   31.6,24, 997.9,24,9999.9, 0,    10.0,24,    9.6,24,   22.9,   32.1,   64.0 ,   30.9 , 0.01A,999.9,010000,
723150,03812, 20000329,   44.7,24,   25.6,24,1009.5,24,9999.9, 0,     9.9,24,    7.1,24,   15.0,   22.9,   64.0 ,   30.9 , 0.00H,999.9,010000,
723150,03812, 20000330,   51.2,24,   43.3,24,1012.3,24,9999.9, 0,     9.9,24,    4.3,24,   13.0,   21.0,   64.9 ,   33.1 , 0.03C,999.9,010000,
723150,03812, 20000331,   55.7,24,   47.0,24,1015.8,24,9999.9, 0,     9.9,24,    5.9,24,   12.0,  999.9,   66.9 ,   43.0 , 0.01A,999.9,010000,
723150,03812, 20000401,   55.4,24,   44.3,24,1021.7,24,9999.9, 0,     9.4,24,    4.0,24,   13.0,   15.0,   70.0 ,   37.9 , 0.00I,999.9,100000,
723150,03812, 20000402,   57.3,24,   51.3,24,1019.4,19,9999.9, 0,     9.0,24,    8.3,24,   15.0,   26.0,   70.0 ,   37.9 , 0.17G,999.9,110000,
723150,03812, 20000403,   59.7,24,   57.4,24,1013.9,17,9999.9, 0,     7.1,24,    7.1,24,   15.9,   21.0,   66.9 ,   52.0 , 1.02G,999.9,110010,
723150,03812, 20000404,   50.9,24,   44.4,24,1007.4,20,9999.9, 0,     9.2,24,   10.4,24,   19.0,   26.0,   64.0*,   33.8*, 1.00G,999.9,111000,
723150,03812, 20000405,   42.8,24,   20.0,24,1016.5,24,9999.9, 0,     9.6,24,   10.5,24,   18.1,   22.9,   60.1 ,   34.0 , 0.01G,999.9,001000,
723150,03812, 20000406,   54.2,24,   35.9,24,1013.6,24,9999.9, 0,     9.9,24,    3.6,24,   11.1,   16.9,   81.0 ,   34.0 , 0.00G,999.9,000000,
723150,03812, 20000407,   59.6,24,   45.0,24,1013.4,24,9999.9, 0,     9.9,24,    3.6,24,   15.9,   21.0,   81.0 ,   34.0 , 0.00I,999.9,000000,
723150,03812, 20000408,   52.6,24,   42.7,24,1008.5,21,9999.9, 0,     9.9,24,   12.6,24,   29.9,   35.9,   66.0*,   35.6*, 0.07B,999.9,111000,
723150,03812, 20000409,   38.6,22,   20.5,22,1019.2,22,9999.9, 0,     9.8,22,   14.4,22,   24.1,   30.9,   60.1 ,   30.9 , 0.03B,999.9,011000,
723150,03812, 20000410,   48.8,24,   26.3,24,1022.6,22,9999.9, 0,     9.9,24,    6.3,24,   18.1,   28.0,   70.0 ,   30.0 , 0.00I,999.9,000000,
723150,03812, 20000411,   58.0,24,   36.1,24,1022.1,24,9999.9, 0,     9.9,24,    7.3,24,   15.0,   20.0,   70.0 ,   30.0 ,99.99 ,999.9,010000,
723150,03812, 20000412,   58.7,24,   46.6,24,1022.1,22,9999.9, 0,    10.0,24,    8.1,24,   19.0,   20.0,   69.1 ,   42.1 , 0.00H,999.9,010000,
723150,03812, 20000413,   44.7,24,   40.1,24,1026.2,23,9999.9, 0,     6.2,24,    5.3,24,   19.0,  999.9,   66.0 ,   37.0 , 0.36G,999.9,110000,
723150,03812, 20000414,   45.2,24,   42.7,24,1024.1,20,9999.9, 0,     6.9,24,    1.7,24,    4.1,  999.9,   53.6*,   39.2*, 0.00G,999.9,110000,
723150,03812, 20000415,   52.8,24,   51.3,24,1018.2,19,9999.9, 0,     2.9,24,    2.3,24,    7.0,  999.9,   60.8*,   48.2*, 0.25C,999.9,110000,
723150,03812, 20000416,   58.8,24,   52.5,24,1017.6,19,9999.9, 0,     5.0,24,    3.3,24,   11.1,   14.0,   73.9 ,   48.0 , 0.00I,999.9,100000,
723150,03812, 20000417,   59.7,24,   52.7,24,1011.7,23,9999.9, 0,     7.7,24,    4.8,24,   17.1,   26.0,   75.0 ,   46.9 , 0.01G,999.9,100000,
723150,03812, 20000418,   51.1,24,   44.7,24,1011.3,20,9999.9, 0,     9.7,24,   13.2,24,   19.0,   26.0,   57.2*,   46.0*, 0.04G,999.9,110000,
723150,03812, 20000419,   58.7,24,   45.8,24,1015.4,22,9999.9, 0,     9.6,24,    9.1,24,   15.9,   19.0,   78.1 ,   46.0 , 0.00G,999.9,000000,
723150,03812, 20000420,   62.0,24,   49.6,24,1015.4,24,9999.9, 0,     9.7,24,    7.0,24,   18.1,   22.9,   78.1 ,   46.9 , 0.00I,999.9,100000,
723150,03812, 20000421,   60.2,24,   46.4,24,1005.7,24,9999.9, 0,    10.0,24,   11.1,24,   15.9,   22.0,   69.1*,   46.4*, 0.01G,999.9,010010,
723150,03812, 20000422,   44.0,24,   37.5,24,1008.4,22,9999.9, 0,    10.0,24,   12.7,24,   18.1,   25.1,   51.1*,   39.2*, 0.00G,999.9,000000,
723150,03812, 20000423,   50.8,24,   37.5,24,1010.9,24,9999.9, 0,     9.8,24,    5.8,24,   12.0,   16.9,   66.0 ,   36.0 , 0.00I,999.9,000000,
723150,03812, 20000424,   51.3,24,   44.8,24,1009.0,23,9999.9, 0,     8.9,24,    3.4,24,   12.0,  999.9,   66.0 ,   36.0 , 0.21B,999.9,110000,
723150,03812, 20000425,   49.4,24,   47.6,24,1006.5,17,9999.9, 0,     6.5,24,    3.7,24,   12.0,  999.9,   57.0 ,   44.1 , 0.35D,999.9,110000,
723150,03812, 20000426,   51.7,24,   42.6,24,1014.3,24,9999.9, 0,     9.5,24,    4.5,24,   12.0,   15.0,   61.0*,   42.8*, 0.01B,999.9,110000,
723150,03812, 20000427,   50.3,24,   32.7,24,1014.1,24,9999.9, 0,     9.9,24,    5.3,24,   12.0,  999.9,   66.9 ,   32.0 , 0.00I,999.9,000000,
723150,03812, 20000428,   51.9,24,   43.8,24,1008.7,24,9999.9, 0,     7.9,24,    7.1,24,   13.0,  999.9,   66.9 ,   32.0 , 0.80G,999.9,110000,
723150,03812, 20000429,   53.0,24,   42.0,24,1014.4,21,9999.9, 0,     8.3,24,    4.7,24,   15.0,   18.1,   68.0 ,   39.0 , 0.08G,999.9,100000,
723150,03812, 20000430,   56.3,24,   40.2,24,1020.9,24,9999.9, 0,     9.5,24,    5.5,24,   11.1,  999.9,   73.9 ,   37.0 , 0.00G,999.9,100000,
723150,03812, 20000501,   57.9,24,   42.9,24,1020.2,24,9999.9, 0,     9.7,24,    5.2,24,   15.9,   23.9,   75.2*,   39.0*, 0.00I,999.9,000000,
723150,03812, 20000502,   65.8,24,   52.7,24,1016.0,24,9999.9, 0,     9.8,24,    5.5,24,   12.0,   15.0,   75.9*,   54.0*, 0.00I,999.9,000000,
723150,03812, 20000503,   61.8,24,   57.1,24,1021.0,22,9999.9, 0,     6.4,24,    3.4,24,   12.0,   15.0,   75.9 ,   50.0 , 0.00H,999.9,110000,
723150,03812, 20000504,   62.9,24,   59.0,24,1024.1,22,9999.9, 0,     5.2,24,    3.4,24,    8.0,  999.9,   72.0 ,   50.0 , 0.06G,999.9,110000,
723150,03812, 20000505,   62.5,24,   55.3,24,1024.2,23,9999.9, 0,     5.5,24,    2.4,24,   11.1,  999.9,   77.0 ,   51.1 , 0.01G,999.9,100000,
723150,03812, 20000506,   66.3,24,   55.9,24,1022.3,24,9999.9, 0,     9.0,24,    3.8,24,   12.0,  999.9,   82.0 ,   51.1 , 0.00G,999.9,100000,
723150,03812, 20000507,   66.7,24,   56.2,24,1019.6,22,9999.9, 0,     7.5,24,    3.0,24,   10.1,  999.9,   82.0 ,   51.1 , 0.00I,999.9,100000,
723150,03812, 20000508,   66.8,24,   57.0,24,1016.9,24,9999.9, 0,     8.7,24,    3.7,24,   13.0,   18.1,   82.0 ,   51.1 , 0.00I,999.9,100000,
723150,03812, 20000509,   68.2,24,   57.6,24,1013.2,24,9999.9, 0,     8.2,24,    4.8,24,   12.0,   18.1,   82.0 ,   52.0 , 0.00I,999.9,100000,
